Borough,Census Tract,Population
Bronx,037600,2148
Bronx,037800,3048
Bronx,037900,5093
Bronx,038000,4585
Bronx,038100,6382
Bronx,038200,2596
Bronx,038301,4797
Bronx,038302,6106
Bronx,038500,4758
Bronx,038600,7409
Bronx,038700,3216
Bronx,038800,2606
Bronx,038900,5325
Bronx,039000,2975
Bronx,039100,6992
Bronx,039200,1781
Bronx,039300,8143
Bronx,039400,4573
Bronx,039500,4146
Bronx,039600,3756
Bronx,039700,3702
Bronx,039800,3090
Bronx,039901,5228
Bronx,039902,5279
Bronx,040100,4593
Bronx,040302,4386
Bronx,040303,4478
Bronx,040304,3794
Bronx,040400,3016
Bronx,040501,4397
Bronx,040502,6863
Bronx,040600,3490
Bronx,040701,3347
Bronx,040702,6652
Bronx,040800,4263
Bronx,040900,3637
Bronx,041100,2931
Bronx,041300,7384
Bronx,041400,5027
Bronx,041500,5461
Bronx,041800,3598
Bronx,041900,6734
Bronx,042000,3850
Bronx,042100,5922
Bronx,042200,3086
Bronx,042300,4100
Bronx,042400,2481
Bronx,042500,6793
Bronx,042600,6387
Bronx,042800,2173
Bronx,042901,3420
Bronx,042902,3845
Bronx,043000,2898
Bronx,043100,9680
Bronx,043400,3592
Bronx,043500,39
Bronx,043600,2032
Bronx,044200,3555
Bronx,044400,3878
Bronx,044800,2026
Bronx,044901,1818
Bronx,044902,1949
Bronx,045101,1656
Bronx,045102,1894
Bronx,045600,2896
Bronx,045800,6123
Bronx,046000,2741
Bronx,046201,26588
Bronx,046202,8277
Bronx,048400,3598
Bronx,050400,39
Bronx,051600,4362
Brooklyn,000100,4338
Brooklyn,000200,1470
Brooklyn,000301,4259
Brooklyn,000501,4247
Brooklyn,000502,2512
Brooklyn,000700,3359
Brooklyn,000900,4172
Brooklyn,001100,84
Brooklyn,001300,2275
Brooklyn,001500,3521
Brooklyn,001800,2105
Brooklyn,002000,1672
Brooklyn,002100,3604
Brooklyn,002200,4613
Brooklyn,002300,4247
Brooklyn,002901,3218
Brooklyn,003000,1730
Brooklyn,003100,2472
Brooklyn,003300,2327
Brooklyn,003400,3047
Brooklyn,003500,1554
Brooklyn,003600,3804
Brooklyn,003700,390
Brooklyn,003800,1498
Brooklyn,003900,2229
Brooklyn,004100,3598
Brooklyn,004300,3008
Brooklyn,004400,2359
Brooklyn,004500,3325
Brooklyn,004600,1199
Brooklyn,004700,1445
Brooklyn,004900,2516
Brooklyn,005000,2276
Brooklyn,005100,2171
Brooklyn,005201,1829
Brooklyn,005202,2481
Brooklyn,005300,1888
Brooklyn,005400,3139
Brooklyn,005601,2505
Brooklyn,005602,1586
Brooklyn,005800,3152
Brooklyn,005900,1384
Brooklyn,006000,2826
Brooklyn,006200,2853
Brooklyn,006300,1892
Brooklyn,006400,3478
Brooklyn,006500,5191
Brooklyn,006600,3663
Brooklyn,006700,3301
Brooklyn,006800,4870
Brooklyn,006900,3537
Brooklyn,007000,2344
Brooklyn,007100,4495
Brooklyn,007200,1946
Brooklyn,007400,5451
Brooklyn,007500,4383
Brooklyn,007600,4412
Brooklyn,007700,3901
Brooklyn,007800,5068
Brooklyn,008000,4169
Brooklyn,008200,4141
Brooklyn,008400,3299
Brooklyn,008500,6956
Brooklyn,008600,0
Brooklyn,008800,3207
Brooklyn,009000,2994
Brooklyn,009200,5388
Brooklyn,009400,5805
Brooklyn,009600,6126
Brooklyn,009800,7024
Brooklyn,010000,6737
Brooklyn,010100,4093
Brooklyn,010200,5622
Brooklyn,010400,5908
Brooklyn,010600,5851
Brooklyn,010800,5280
Brooklyn,011000,2441
Brooklyn,011200,6436
Brooklyn,011400,3976
Brooklyn,011600,4816
Brooklyn,011700,2364
Brooklyn,011800,2253
Brooklyn,011900,1530
Brooklyn,012000,1268
Brooklyn,012100,1619
Brooklyn,012200,5339
Brooklyn,012600,2652
Brooklyn,012700,3507
Brooklyn,012801,2117
Brooklyn,012901,2159
Brooklyn,012902,1964
Brooklyn,013000,4792
Brooklyn,013100,3828
Brooklyn,013200,2239
Brooklyn,013300,3730
Brooklyn,013400,3907
Brooklyn,013500,3596
Brooklyn,013600,3927
Brooklyn,013700,3057
Brooklyn,013800,3168
Brooklyn,013900,3481
Brooklyn,014000,1826
Brooklyn,014100,3017
Brooklyn,014200,3223
Brooklyn,014300,3487
Brooklyn,014500,4179
Brooklyn,014700,2084
Brooklyn,014800,1209
Brooklyn,014900,4976
Brooklyn,015000,1574
Brooklyn,015100,3578
Brooklyn,015200,2309
Brooklyn,015300,3041
Brooklyn,015400,0
Brooklyn,015500,3272
Brooklyn,015700,4135
Brooklyn,015900,5036
Brooklyn,016000,4217
Brooklyn,016100,3075
Brooklyn,016200,2082
Brooklyn,016300,2991
Brooklyn,016400,764
Brooklyn,016500,5141
Brooklyn,016600,2059
Brooklyn,016700,4638
Brooklyn,016800,1510
Brooklyn,016900,4497
Brooklyn,017000,3254
Brooklyn,017100,3749
Brooklyn,017200,2931
Brooklyn,017400,1793
Brooklyn,017500,5
Brooklyn,017600,2295
Brooklyn,017700,0
Brooklyn,017800,2898
Brooklyn,017900,3624
Brooklyn,018000,3193
Brooklyn,018100,3936
Brooklyn,018200,3163
Brooklyn,018300,2500
Brooklyn,018400,2002
Brooklyn,018501,3827
Brooklyn,018600,2124
Brooklyn,018700,1411
Brooklyn,018800,2640
Brooklyn,019000,4782
Brooklyn,019100,2332
Brooklyn,019200,2772
Brooklyn,019300,5628
Brooklyn,019400,3305
Brooklyn,019500,3366
Brooklyn,019600,4353
Brooklyn,019700,3313
Brooklyn,019800,1702
Brooklyn,019900,2929
Brooklyn,020000,2265
Brooklyn,020100,3421
Brooklyn,020200,1874
Brooklyn,020300,1697
Brooklyn,020400,1708
Brooklyn,020500,2469
Brooklyn,020600,2220
Brooklyn,020700,4310
Brooklyn,020800,3048
Brooklyn,021000,3968
Brooklyn,021100,1210
Brooklyn,021200,4643
Brooklyn,021300,4205
Brooklyn,021400,2152
Brooklyn,021500,5307
Brooklyn,021600,4015
Brooklyn,021700,3597
Brooklyn,021800,3761
Brooklyn,021900,3595
Brooklyn,022000,4939
Brooklyn,022100,3609
Brooklyn,022200,4693
Brooklyn,022400,5486
Brooklyn,022600,2516
Brooklyn,022700,3454
Brooklyn,022800,3306
Brooklyn,022900,3395
Brooklyn,023000,4515
Brooklyn,023100,3025
Brooklyn,023200,5699
Brooklyn,023300,5061
Brooklyn,023400,5059
Brooklyn,023500,3928
Brooklyn,023600,5600
Brooklyn,023800,4590
Brooklyn,024000,4693
Brooklyn,024100,2229
Brooklyn,024200,2984
Brooklyn,024300,3786
Brooklyn,024400,3238
Brooklyn,024500,3946
Brooklyn,024600,3256
Brooklyn,024700,2316
Brooklyn,024800,2698
Brooklyn,024900,3823
Brooklyn,025000,1722
Brooklyn,025100,3816
Brooklyn,025200,4786
Brooklyn,025300,2754
Brooklyn,025400,3500
Brooklyn,025500,5102
Brooklyn,025600,3058
Brooklyn,025700,2131
Brooklyn,025800,4597
Brooklyn,025901,2010
Brooklyn,025902,3419
Brooklyn,026000,3649
Brooklyn,026100,4917
Brooklyn,026200,2374
Brooklyn,026300,1868
Brooklyn,026400,4592
Brooklyn,026500,3838
Brooklyn,026600,3733
Brooklyn,026700,3920
Brooklyn,026800,4188
Brooklyn,026900,2770
Brooklyn,027000,2449
Brooklyn,027100,2471
Brooklyn,027200,3480
Brooklyn,027300,2813
Brooklyn,027400,3028
Brooklyn,027500,4180
Brooklyn,027600,3694
Brooklyn,027700,3945
Brooklyn,027800,3220
Brooklyn,027900,3674
Brooklyn,028000,1761
Brooklyn,028100,4193
Brooklyn,028200,2943
Brooklyn,028300,4097
Brooklyn,028400,4003
Brooklyn,028501,428
Brooklyn,028502,2802
Brooklyn,028600,4814
Brooklyn,028700,2991
Brooklyn,028800,3458
Brooklyn,028900,3538
Brooklyn,029000,3920
Brooklyn,029100,3101
Brooklyn,029200,2539
Brooklyn,029300,3106
Brooklyn,029400,2321
Brooklyn,029500,3425
Brooklyn,029600,5546
Brooklyn,029700,3344
Brooklyn,029800,3717
Brooklyn,029900,2579
Brooklyn,030000,4120
Brooklyn,030100,2750
Brooklyn,030200,4214
Brooklyn,030300,4458
Brooklyn,030400,4281
Brooklyn,030500,5549
Brooklyn,030600,2005
Brooklyn,030700,4544
Brooklyn,030800,1949
Brooklyn,030900,1754
Brooklyn,031100,2833
Brooklyn,031300,4648
Brooklyn,031400,4544
Brooklyn,031500,5175
Brooklyn,031701,3433
Brooklyn,031702,3363
Brooklyn,031900,3508
Brooklyn,032100,5001
Brooklyn,032300,3554
Brooklyn,032500,6405
Brooklyn,032600,6948
Brooklyn,032700,2924
Brooklyn,032800,3138
Brooklyn,032900,5582
Brooklyn,033000,4587
Brooklyn,033100,4520
Brooklyn,033300,4085
Brooklyn,033500,3139
Brooklyn,033600,4759
Brooklyn,033700,4105
Brooklyn,033900,4376
Brooklyn,034000,2248
Brooklyn,034100,2607
Brooklyn,034200,6502
Brooklyn,034300,5281
Brooklyn,034500,2647
Brooklyn,034700,3228
Brooklyn,034800,2537
Brooklyn,034900,5403
Brooklyn,035000,3296
Brooklyn,035100,4597
Brooklyn,035200,1246
Brooklyn,035300,5161
Brooklyn,035400,6271
Brooklyn,035500,5253
Brooklyn,035601,2912
Brooklyn,035602,5271
Brooklyn,035700,2506
Brooklyn,035900,5685
Brooklyn,036001,3217
Brooklyn,036002,3930
Brooklyn,036100,2608
Brooklyn,036200,4204
Brooklyn,036300,4108
Brooklyn,036400,2405
Brooklyn,036501,2624
Brooklyn,036502,1255
Brooklyn,036600,4767
Brooklyn,036700,1305
Brooklyn,036900,4923
Brooklyn,037000,4085
Brooklyn,037100,4120
Brooklyn,037300,3784
Brooklyn,037401,4301
Brooklyn,037402,4573
Brooklyn,037500,2910
Brooklyn,037700,3660
Brooklyn,037900,3706
Brooklyn,038100,4763
Brooklyn,038200,5943
Brooklyn,038300,3931
Brooklyn,038500,3422
Brooklyn,038600,3477
Brooklyn,038700,4010
Brooklyn,038800,3841
Brooklyn,038900,2773
Brooklyn,039000,2282
Brooklyn,039100,2303
Brooklyn,039200,2756
Brooklyn,039300,3549
Brooklyn,039400,2441
Brooklyn,039500,3380
Brooklyn,039600,2126
Brooklyn,039700,3389
Brooklyn,039800,2644
Brooklyn,039900,3823
Brooklyn,040000,3069
Brooklyn,040100,3518
Brooklyn,040200,2740
Brooklyn,040300,3538
Brooklyn,040400,2551
Brooklyn,040500,1480
Brooklyn,040600,3184
Brooklyn,040700,14
Brooklyn,040800,3566
Brooklyn,040900,3752
Brooklyn,041000,1773
Brooklyn,041100,3302
Brooklyn,041200,2929
Brooklyn,041300,3822
Brooklyn,041401,1351
Brooklyn,041402,1612
Brooklyn,041500,4064
Brooklyn,041600,2324
Brooklyn,041700,3609
Brooklyn,041800,2359
Brooklyn,041900,3770
Brooklyn,042000,1896
Brooklyn,042100,3920
Brooklyn,042200,3568
Brooklyn,042300,4217
Brooklyn,042400,3666
Brooklyn,042500,3042
Brooklyn,042600,4135
Brooklyn,042700,5074
Brooklyn,042800,3857
Brooklyn,042900,5630
Brooklyn,043000,3333
Brooklyn,043100,5113
Brooklyn,043200,4250
Brooklyn,043300,4064
Brooklyn,043400,3433
Brooklyn,043500,4463
Brooklyn,043600,4160
Brooklyn,043700,5240
Brooklyn,043800,2481
Brooklyn,043900,3829
Brooklyn,044000,2880
Brooklyn,044100,5643
Brooklyn,044200,2658
Brooklyn,044300,5557
Brooklyn,044400,3336
Brooklyn,044500,4446
Brooklyn,044600,1909
Brooklyn,044700,2310
Brooklyn,044800,1915
Brooklyn,044900,2932
Brooklyn,045000,673
Brooklyn,045200,2701
Brooklyn,045300,2017
Brooklyn,045400,1852
Brooklyn,045600,2357
Brooklyn,045800,1490
Brooklyn,046000,3729
Brooklyn,046201,2632
Brooklyn,046202,1803
Brooklyn,046400,2838
Brooklyn,046800,2054
Brooklyn,047000,2886
Brooklyn,047200,3141
Brooklyn,047400,2969
Brooklyn,047600,3646
Brooklyn,047700,3318
Brooklyn,047800,4848
Brooklyn,048000,3769
Brooklyn,048100,2778
Brooklyn,048200,5331
Brooklyn,048400,5481
Brooklyn,048500,2510
Brooklyn,048600,3568
Brooklyn,048800,4395
Brooklyn,048900,4039
Brooklyn,049000,5899
Brooklyn,049100,6418
Brooklyn,049200,3495
Brooklyn,049300,7625
Brooklyn,049400,5308
Brooklyn,049500,2603
Brooklyn,049600,4513
Brooklyn,049700,2645
Brooklyn,049800,4232
Brooklyn,049900,1753
Brooklyn,050000,3474
Brooklyn,050100,2786
Brooklyn,050202,2201
Brooklyn,050300,2582
Brooklyn,050400,4527
Brooklyn,050500,4163
Brooklyn,050600,6016
Brooklyn,050700,2288
Brooklyn,050801,4080
Brooklyn,050803,2464
Brooklyn,050804,6250
Brooklyn,050900,3694
Brooklyn,051001,3926
Brooklyn,051002,4725
Brooklyn,051100,3933
Brooklyn,051200,6398
Brooklyn,051300,4332
Brooklyn,051400,7366
Brooklyn,051500,1372
Brooklyn,051601,5732
Brooklyn,051602,4028
Brooklyn,051700,1735
Brooklyn,051800,3415
Brooklyn,051900,3564
Brooklyn,052000,4228
Brooklyn,052300,5469
Brooklyn,052500,3499
Brooklyn,052600,4357
Brooklyn,052700,6629
Brooklyn,052800,1818
Brooklyn,052900,3979
Brooklyn,053000,3465
Brooklyn,053100,7027
Brooklyn,053200,2579
Brooklyn,053300,6566
Brooklyn,053400,4383
Brooklyn,053500,4348
Brooklyn,053700,3575
Brooklyn,053800,4473
Brooklyn,053900,2756
Brooklyn,054200,4450
Brooklyn,054300,327
Brooklyn,054400,3406
Brooklyn,054500,8008
Brooklyn,054600,4346
Brooklyn,054700,5245
Brooklyn,054800,1989
Brooklyn,054900,3122
Brooklyn,055000,3551
Brooklyn,055100,4597
Brooklyn,055200,3498
Brooklyn,055300,2596
Brooklyn,055400,4216
Brooklyn,055500,1959
Brooklyn,055600,3712
Brooklyn,055700,1655
Brooklyn,055800,2390
Brooklyn,056000,3493
Brooklyn,056100,3295
Brooklyn,056200,1654
Brooklyn,056300,4360
Brooklyn,056400,2451
Brooklyn,056500,3255
Brooklyn,056600,2419
Brooklyn,056800,1314
Brooklyn,056900,1630
Brooklyn,057000,3384
Brooklyn,057100,4400
Brooklyn,057200,5443
Brooklyn,057300,2608
Brooklyn,057400,2657
Brooklyn,057500,4249
Brooklyn,057600,2918
Brooklyn,057800,3176
Brooklyn,057900,1117
Brooklyn,058000,3365
Brooklyn,058200,2967
Brooklyn,058400,3620
Brooklyn,058600,2519
Brooklyn,058800,3245
Brooklyn,058900,1904
Brooklyn,059000,1899
Brooklyn,059100,3920
Brooklyn,059200,3870
Brooklyn,059300,2228
Brooklyn,059401,7628
Brooklyn,059402,4551
Brooklyn,059600,2306
Brooklyn,059800,3427
Brooklyn,060000,6067
Brooklyn,060600,2555
Brooklyn,060800,3574
Brooklyn,061002,4508
Brooklyn,061003,1984
Brooklyn,061004,6447
Brooklyn,061200,1076
Brooklyn,061600,1656
Brooklyn,062000,1850
Brooklyn,062200,3252
Brooklyn,062600,2788
Brooklyn,062800,5226
Brooklyn,063200,1447
Brooklyn,063600,1236
Brooklyn,063800,1524
Brooklyn,064000,1599
Brooklyn,064200,2518
Brooklyn,064400,2528
Brooklyn,064600,2189
Brooklyn,064800,1945
Brooklyn,065000,1389
Brooklyn,065200,1232
Brooklyn,065400,1607
Brooklyn,065600,1708
Brooklyn,065800,1762
Brooklyn,066000,1773
Brooklyn,066200,1411
Brooklyn,066600,0
Brooklyn,067000,2680
Brooklyn,067200,1422
Brooklyn,067400,1964
Brooklyn,067600,1657
Brooklyn,067800,2660
Brooklyn,068000,1809
Brooklyn,068200,2432
Brooklyn,068600,1533
Brooklyn,068800,1614
Brooklyn,069000,1791
Brooklyn,069200,2392
Brooklyn,069601,3780
Brooklyn,069602,5995
Brooklyn,069800,1277
Brooklyn,070000,1703
Brooklyn,070201,6573
Brooklyn,070202,37
Brooklyn,070203,0
Brooklyn,070600,2700
Brooklyn,072000,2167
Brooklyn,072200,2655
Brooklyn,072400,1755
Brooklyn,072600,2093
Brooklyn,072800,3193
Brooklyn,073000,1979
Brooklyn,073200,2096
Brooklyn,073400,1889
Brooklyn,073600,3368
Brooklyn,073800,3225
Brooklyn,074000,3531
Brooklyn,074200,3292
Brooklyn,074400,2492
Brooklyn,074600,2003
Brooklyn,074800,2012
Brooklyn,075000,3029
Brooklyn,075200,1130
Brooklyn,075400,1488
Brooklyn,075600,1993
Brooklyn,075800,1816
Brooklyn,076000,2776
Brooklyn,076200,4235
Brooklyn,076400,3487
Brooklyn,076600,2061
Brooklyn,076800,3407
Brooklyn,077000,2722
Brooklyn,077200,3394
Brooklyn,077400,2881
Brooklyn,077600,3806
Brooklyn,078000,2092
Brooklyn,078200,3864
Brooklyn,078400,2348
Brooklyn,078600,4256
Brooklyn,078800,3422
Brooklyn,079000,5094
Brooklyn,079200,4372
Brooklyn,079400,1864
Brooklyn,079601,4413
Brooklyn,079602,4814
Brooklyn,079801,3037
Brooklyn,079802,5451
Brooklyn,080000,3487
Brooklyn,080200,4304
Brooklyn,080400,3250
Brooklyn,080600,3386
Brooklyn,080800,1197
Brooklyn,081000,2300
Brooklyn,081400,2635
Brooklyn,081600,2791
Brooklyn,081800,4551
Brooklyn,082000,5281
Brooklyn,082200,7280
Brooklyn,082400,4730
Brooklyn,082600,5513
Brooklyn,082800,3814
Brooklyn,083000,5997
Brooklyn,083200,2289
Brooklyn,083400,1701
Brooklyn,083600,1929
Brooklyn,083800,2189
Brooklyn,084000,2412
Brooklyn,084600,1963
Brooklyn,084800,1750
Brooklyn,085000,1374
Brooklyn,085200,29
Brooklyn,085400,2052
Brooklyn,085600,3608
Brooklyn,085800,2434
Brooklyn,086000,3426
Brooklyn,086200,2996
Brooklyn,086400,2231
Brooklyn,086600,3149
Brooklyn,086800,3156
Brooklyn,087000,3204
Brooklyn,087200,2868
Brooklyn,087401,3142
Brooklyn,087600,1742
Brooklyn,087800,3006
Brooklyn,088000,2863
Brooklyn,088200,6740
Brooklyn,088400,5236
Brooklyn,088600,4427
Brooklyn,088800,3923
Brooklyn,089000,6319
Brooklyn,089200,3651
Brooklyn,089400,3430
Brooklyn,089600,3546
Brooklyn,089800,2089
Brooklyn,090000,5508
Brooklyn,090200,3451
Brooklyn,090600,4581
Brooklyn,090800,3990
Brooklyn,091000,5610
Brooklyn,091200,6814
Brooklyn,091600,4325
Brooklyn,091800,2804
Brooklyn,092000,3154
Brooklyn,092200,2691
Brooklyn,092400,2656
Brooklyn,092800,2656
Brooklyn,093000,2547
Brooklyn,093200,1142
Brooklyn,093400,2401
Brooklyn,093600,1628
Brooklyn,093800,2374
Brooklyn,094401,3202
Brooklyn,094402,2886
Brooklyn,094600,1830
Brooklyn,095000,2906
Brooklyn,095400,4607
Brooklyn,095600,4042
Brooklyn,095800,3456
Brooklyn,096000,0
Brooklyn,096200,1717
Brooklyn,096400,2361
Brooklyn,096600,2164
Brooklyn,096800,1471
Brooklyn,097000,2105
Brooklyn,097400,2724
Brooklyn,098200,4305
Brooklyn,098400,1978
Brooklyn,098600,2862
Brooklyn,098800,3054
Brooklyn,099000,1422
Brooklyn,099200,1833
Brooklyn,099400,1978
Brooklyn,099600,3631
Brooklyn,099800,3784
Brooklyn,100400,2567
Brooklyn,100600,2489
Brooklyn,100800,2124
Brooklyn,101000,2318
Brooklyn,101200,1932
Brooklyn,101400,2160
Brooklyn,101600,1464
Brooklyn,101800,1851
Brooklyn,102000,1922
Brooklyn,102200,2075
Brooklyn,102400,2123
Brooklyn,102600,2771
Brooklyn,102800,1579
Brooklyn,103400,3918
Brooklyn,105801,6928
Brooklyn,105804,6426
Brooklyn,107000,322
Brooklyn,107800,3849
Brooklyn,109800,1917
Brooklyn,110400,4358
Brooklyn,110600,4311
Brooklyn,111000,3216
Brooklyn,111600,3484
Brooklyn,111800,3053
Brooklyn,112000,3155
Brooklyn,112200,3371
Brooklyn,112400,3416
Brooklyn,112600,3783
Brooklyn,112800,3822
Brooklyn,113000,3891
Brooklyn,113200,1937
Brooklyn,113400,2838
Brooklyn,114201,1578
Brooklyn,114202,2766
Brooklyn,114400,2403
Brooklyn,114600,2998
Brooklyn,115000,2595
Brooklyn,115200,3094
Brooklyn,115600,4315
Brooklyn,115800,2983
Brooklyn,116000,2543
Brooklyn,116200,2157
Brooklyn,116400,2921
Brooklyn,116600,2907
Brooklyn,116800,2057
Brooklyn,117000,1880
Brooklyn,117201,2713
Brooklyn,117202,3907
Brooklyn,117400,4329
Brooklyn,117601,2750
Brooklyn,117602,3313
Brooklyn,117800,1717
Brooklyn,118000,6
Brooklyn,118201,3002
Brooklyn,118202,3083
Brooklyn,118400,5420
Brooklyn,118600,2969
Brooklyn,118800,4651
Brooklyn,119000,2127
Brooklyn,119200,3013
Brooklyn,119400,3914
Brooklyn,119600,5403
Brooklyn,119800,3426
Brooklyn,120000,2148
Brooklyn,120200,1900
Brooklyn,120800,8938
Brooklyn,121000,4035
Brooklyn,121400,4351
Brooklyn,122000,5495
Brooklyn,123700,6008
Brooklyn,150200,2540
Brooklyn,152200,3317
Brooklyn,990100,0
Manhattan,000100,2
Manhattan,000201,3058
Manhattan,000202,7316
Manhattan,000500,0
Manhattan,000600,11367
Manhattan,000700,8109
Manhattan,000800,10290
Manhattan,000900,731
Manhattan,001001,1434
Manhattan,001002,6547
Manhattan,001200,3397
Manhattan,001300,4479
Manhattan,001401,3005
Manhattan,001402,2782
Manhattan,001501,5518
Manhattan,001502,7476
Manhattan,001600,8478
Manhattan,001800,8660
Manhattan,002000,4917
Manhattan,002100,6040
Manhattan,002201,6398
Manhattan,002202,2189
Manhattan,002400,5434
Manhattan,002500,4869
Manhattan,002601,3772
Manhattan,002602,4227
Manhattan,002700,1264
Manhattan,002800,7114
Manhattan,002900,6398
Manhattan,003001,4492
Manhattan,003002,3106
Manhattan,003100,2550
Manhattan,003200,8234
Manhattan,003300,5156
Manhattan,003400,6612
Manhattan,003601,3393
Manhattan,003602,3151
Manhattan,003700,2447
Manhattan,003800,9237
Manhattan,003900,5860
Manhattan,004000,8651
Manhattan,004100,7817
Manhattan,004200,5145
Manhattan,004300,4270
Manhattan,004400,16538
Manhattan,004500,1136
Manhattan,004700,2524
Manhattan,004800,7229
Manhattan,004900,4942
Manhattan,005000,5055
Manhattan,005200,3408
Manhattan,005400,4536
Manhattan,005501,4204
Manhattan,005502,2257
Manhattan,005600,3322
Manhattan,005700,2781
Manhattan,005800,3512
Manhattan,005900,5401
Manhattan,006000,4511
Manhattan,006100,5224
Manhattan,006200,4437
Manhattan,006300,6380
Manhattan,006400,8090
Manhattan,006500,6202
Manhattan,006600,11740
Manhattan,006700,5461
Manhattan,006800,7614
Manhattan,006900,2759
Manhattan,007000,8871
Manhattan,007100,5429
Manhattan,007200,8664
Manhattan,007300,6215
Manhattan,007400,4319
Manhattan,007500,4159
Manhattan,007600,2277
Manhattan,007700,5966
Manhattan,007800,8391
Manhattan,007900,4442
Manhattan,008000,5377
Manhattan,008100,8047
Manhattan,008200,3262
Manhattan,008300,4092
Manhattan,008400,1595
Manhattan,008601,2618
Manhattan,008602,0
Manhattan,008603,4799
Manhattan,008700,6338
Manhattan,008800,7026
Manhattan,008900,5708
Manhattan,009000,7883
Manhattan,009100,6304
Manhattan,009200,1806
Manhattan,009300,8780
Manhattan,009400,73
Manhattan,009500,3040
Manhattan,009600,155
Manhattan,009700,5224
Manhattan,009800,7316
Manhattan,009900,1945
Manhattan,010000,1992
Manhattan,010100,1116
Manhattan,010200,230
Manhattan,010300,2058
Manhattan,010400,966
Manhattan,010601,7351
Manhattan,010602,4875
Manhattan,010800,9039
Manhattan,010900,183
Manhattan,011000,7169
Manhattan,011100,3512
Manhattan,011201,992
Manhattan,011202,441
Manhattan,011203,1401
Manhattan,011300,117
Manhattan,011401,1412
Manhattan,011402,2397
Manhattan,011500,2303
Manhattan,011600,3543
Manhattan,011700,3364
Manhattan,011800,8767
Manhattan,011900,1120
Manhattan,012000,3971
Manhattan,012100,8554
Manhattan,012200,3633
Manhattan,012400,10218
Manhattan,012500,2719
Manhattan,012600,12774
Manhattan,012700,6928
Manhattan,012800,6270
Manhattan,012900,6038
Manhattan,013000,4195
Manhattan,013100,2816
Manhattan,013200,10590
Manhattan,013300,6208
Manhattan,013400,11174
Manhattan,013500,6596
Manhattan,013600,15344
Manhattan,013700,6471
Manhattan,013800,12444
Manhattan,013900,9257
Manhattan,014000,7813
Manhattan,014200,4462
Manhattan,014300,25
Manhattan,014401,4864
Manhattan,014402,6743
Manhattan,014500,5542
Manhattan,014601,4274
Manhattan,014602,7904
Manhattan,014700,2755
Manhattan,014801,2863
Manhattan,014802,7066
Manhattan,014900,5842
Manhattan,015001,2294
Manhattan,015002,5437
Manhattan,015100,8306
Manhattan,015200,7275
Manhattan,015300,9320
Manhattan,015400,13749
Manhattan,015500,9350
Manhattan,015601,5345
Manhattan,015602,2298
Manhattan,015700,10751
Manhattan,015801,5650
Manhattan,015802,3346
Manhattan,015900,9623
Manhattan,016001,3744
Manhattan,016002,3131
Manhattan,016100,6437
Manhattan,016200,9308
Manhattan,016300,6624
Manhattan,016400,6127
Manhattan,016500,6402
Manhattan,016600,7317
Manhattan,016700,6564
Manhattan,016800,5675
Manhattan,016900,8108
Manhattan,017000,7855
Manhattan,017100,8989
Manhattan,017200,5504
Manhattan,017300,8939
Manhattan,017401,5248
Manhattan,017402,2093
Manhattan,017500,10820
Manhattan,017700,9151
Manhattan,017800,3912
Manhattan,017900,9293
Manhattan,018000,7476
Manhattan,018100,8866
Manhattan,018200,6768
Manhattan,018300,8667
Manhattan,018400,7835
Manhattan,018500,4190
Manhattan,018600,5701
Manhattan,018700,8974
Manhattan,018800,6008
Manhattan,018900,11547
Manhattan,019000,3083
Manhattan,019100,8807
Manhattan,019200,3584
Manhattan,019300,9009
Manhattan,019400,6558
Manhattan,019500,8197
Manhattan,019600,3931
Manhattan,019701,641
Manhattan,019702,2090
Manhattan,019800,1914
Manhattan,019900,10064
Manhattan,020000,2581
Manhattan,020101,1731
Manhattan,020102,3865
Manhattan,020300,3633
Manhattan,020500,5322
Manhattan,020600,2942
Manhattan,020701,3329
Manhattan,020800,4591
Manhattan,020901,3673
Manhattan,021000,6637
Manhattan,021100,10330
Manhattan,021200,4412
Manhattan,021303,5619
Manhattan,021400,3001
Manhattan,021500,3068
Manhattan,021600,7556
Manhattan,021703,6
Manhattan,021800,6617
Manhattan,021900,6023
Manhattan,022000,5370
Manhattan,022102,2175
Manhattan,022200,2644
Manhattan,022301,7917
Manhattan,022302,3385
Manhattan,022400,6427
Manhattan,022500,10149
Manhattan,022600,3778
Manhattan,022700,4864
Manhattan,022800,5248
Manhattan,022900,8300
Manhattan,023000,8106
Manhattan,023100,5865
Manhattan,023200,7980
Manhattan,023300,6527
Manhattan,023400,4465
Manhattan,023501,6004
Manhattan,023502,1819
Manhattan,023600,6404
Manhattan,023700,6811
Manhattan,023801,9723
Manhattan,023802,1938
Manhattan,023900,2371
Manhattan,024000,1648
Manhattan,024100,7642
Manhattan,024200,3396
Manhattan,024301,3946
Manhattan,024302,7370
Manhattan,024500,14934
Manhattan,024700,7074
Manhattan,024900,1101
Manhattan,025100,2526
Manhattan,025300,11236
Manhattan,025500,5771
Manhattan,025700,3876
Manhattan,025900,3496
Manhattan,026100,12087
Manhattan,026300,8729
Manhattan,026500,7021
Manhattan,026700,2173
Manhattan,026900,8428
Manhattan,027100,8196
Manhattan,027300,6370
Manhattan,027500,2846
Manhattan,027700,7086
Manhattan,027900,10292
Manhattan,028100,2867
Manhattan,028300,7627
Manhattan,028500,7216
Manhattan,028700,4035
Manhattan,029100,11288
Manhattan,029300,9033
